River,Species,Presence
Kinderhook Creek,rumex_crispus,1
Mill Brook,rumex_crispus,1
Plotter Kill,rumex_crispus,1
Sherriff Lake Outlet,rumex_crispus,1
Snook Kill,rumex_crispus,1
Sterling Creek,rumex_crispus,1
Trout Brook,rumex_crispus,1
Cobleskill Creek,rumex_obtusifolius,1
Keyser Kill,rumex_obtusifolius,1
Roeliff Jansen Kill,rumex_obtusifolius,1
Wharton Hollow Creek,rumex_obtusifolius,1
Cedar River,salix_alba,1
Chester Creek,salix_alba,1
Cobleskill Creek,salix_alba,1
Fawn Lake,salix_alba,1
Four Mile Brook,salix_alba,1
Hans Creek,salix_alba,1
Hans Creek,salix_alba,1
Jassup River,salix_alba,1
New Pond Brook,salix_alba,1
North Branch West Stony Creek,salix_alba,1
Robbs Creek,salix_alba,1
Sherriff Lake Outlet,salix_alba,1
Timmerman Creek,salix_alba,1
Wharton Hollow Creek,salix_alba,1
Roeliff Jansen Kill,salix_pentandra,1
Big Brook,saponaria_officinalis,1
Quacken Kill,saponaria_officinalis,1
Boreas River,securigera_varia,1
Cobleskill Creek,securigera_varia,1
Kennyetto Creek,securigera_varia,1
Keyser Kill,securigera_varia,1
Mill Brook,securigera_varia,1
New Pond Brook,securigera_varia,1
Sherriff Lake Outlet,securigera_varia,1
Timmerman Creek,silene_vulgaris,1
Alplaus Kill,solanum_dulcamara,1
Big Brook,solanum_dulcamara,1
Evas Kill,solanum_dulcamara,1
Fawn Lake,solanum_dulcamara,1
Keyser Kill,solanum_dulcamara,1
Sterling Creek,solanum_dulcamara,1
Timmerman Creek,solanum_dulcamara,1
Wharton Hollow Creek,solanum_dulcamara,1
Quacken Kill,tanacetum_vulgare,1
Kayaderosseras Creek,trifolium_pratense,1
Kennyetto Creek,trifolium_pratense,1
Keyser Kill,trifolium_pratense,1
Kinderhook Creek,trifolium_pratense,1
Landsman Kill,trifolium_pratense,1
Mill Brook,trifolium_pratense,1
Paragon Brook,trifolium_pratense,1
Sterling Creek,trifolium_pratense,1
Stony Creek,trifolium_pratense,1
Timmerman Creek,trifolium_pratense,1
Wharton Hollow Creek,trifolium_pratense,1
Keyser Kill,trifolium_repens,1
Kinderhook Creek,trifolium_repens,1
Beaver Kill,tussilago_farfara,1
Cadman Creek,tussilago_farfara,1
Daly Creek,tussilago_farfara,1
Evas Kill,tussilago_farfara,1
Green River,tussilago_farfara,1
Keyser Kill,tussilago_farfara,1
Lansing Kill,tussilago_farfara,1
Plotter Kill,tussilago_farfara,1
Saw Kill,tussilago_farfara,1
Steele Creek,tussilago_farfara,1
Sterling Creek,tussilago_farfara,1
Stewart Creek,tussilago_farfara,1
Timmerman Creek,tussilago_farfara,1
Wharton Hollow Creek,tussilago_farfara,1
Kennyetto Creek,vinca_minor,1
