"Dispersal.unit.dry.mass","Dispersal.unit.length","Dispersal.unit.thickness","Dispersal.unit.width","Germination.efficiency","Leaf.area","Leaf.carbon..C..content.per.area","Leaf.carbon..C..content.per.dry.mass","Leaf.carbon.nitrogen..C.N..ratio","Leaf.density","Leaf.dry.mass","Leaf.dry.mass.per.plant","Leaf.dry.mass.per.plant.dry.mass..leaf.weight.ratio..LWR.","Leaf.dry.matter.content..LDMC.","Leaf.fresh.mass","Leaf.lamina.thickness","Leaf.lifespan","Leaf.nitrogen..N..content","Leaf.nitrogen..N..content.per.area","Leaf.nitrogen..N..content.per.dry.mass","Leaf.nitrogen.phosphorus..N.P..ratio","Leaf.phosphorus..P..content.per.area","Leaf.phosphorus..P..content.per.dry.mass","Leaf.porosity","Leaf.potassium..K..content.per.area","Leaf.potassium..K..content.per.dry.mass","Leaf.respiration.per.dry.mass","Leaf.specific.area..SLA.","Leaf.thickness","pH..Maximum","pH..Minimum","Photosynthesis.leaf.intercellular.CO2.concentration","Photosynthesis.net.assimilation.rate..NAR.","Photosynthesis.per.leaf.area","Photosynthesis.per.leaf.dry.mass","Plant.height.generative","Plant.height.vegetative","Plant.lifespan","Plant.relative.growth.rate..RGR.","Plant.tolerance.to.frost","Plant.tolerance.to.planting.density","Reproductive.dry.mass.per.plant","Root.nitrogen..N..content.per.dry.mass","Rooting.depth","Seed.length","Seed.mass","Seed.number.per.reproduction.unit","Seed.protein.content.per.mass","Seed.thickness","Seed.width","Species.distribution..number.of.floristic.zones","Stem.dry.mass.per.plant","Stem.nitrogen..N..content.per.dry.mass","Stem.specific.density..SSD.","Stomata.conductance.per.leaf.area","Wood.dry.mass.per.plant.dry.mass"
"I1UH",1155.26810343434,16.5200641791231,8.94242887473461,9.87496322982351,89.5988805970149,30.4492378355689,22.2668356106409,469.250348933622,24.1214452046939,0.539108339805666,0.197085331393939,24.3140050632911,0.585786899630847,40.1996851545638,0.585365709666667,0.201956081912859,8.92677168922726,7.30972398188558,1.77154508170214,20.8429714906942,11.9893883385285,0.109817651943883,1.7879537666074,NA,0.571013211985971,8.29080614020116,14.6885330478302,187.391114027751,0.133461000247247,7.27369325153374,4.72262576687117,160.83193859651,0.000627854963337547,9.97531587578811,125.556868504354,1630.48726896958,1601.61004165528,330.484643966843,0.101896926515114,35.4098159509202,1372.96344309049,0.32252202173913,13.7131942530891,87.0347877300614,5.88221359223301,411.7358756461,117108.576393184,22.3161290320968,0.6392,1.2245,2.69667687956634,0.359699245009548,10.5084429931824,0.526239796086088,0.91652490880241,61.8507991143478
"I1UL",2547.18149280936,15.3467093382534,10.7033821006493,11.4588739189276,76.1619718309859,15.0791590015991,39.7461997519488,454.085513210411,25.4942330304626,0.367102866715677,0.102076015262455,32.175,0.663017360484218,54.5630876912106,NA,0.222373866121681,47.7963001302037,2.51494989787826,1.19952571898339,17.5567769004124,10.5168314037965,0.135257946120557,1.78989518534777,NA,0.591896782124517,9.02410334654817,5.04604275588702,178.440211555527,0.128661228644669,6.52718139978896,4.51923987905334,144.076838306157,0.00143415122439407,6.77650396144965,66.9388367556945,1518.63643232545,1818.48810286632,771.934650216965,0.199136854548266,33.7362445803835,1827.96167020929,NA,12.1911116409211,68.4820124458919,1.25,181.440507026036,5684.84532357143,24.1571676654275,0.65,1.25,3.78666888024127,NA,2.32303141822795,0.471960512907283,0.170478816060542,NA
"I2GH",1.73248148148148,5.89197530866667,0.989259259259259,1.95888888888889,74.1717171715152,44.620980238646,38.5505050472727,436.620149872388,27.5349064599589,0.384108821545455,0.171631789428726,0.816983050847458,0.664472280941016,50.7399384542032,0.6559440036,0.190271624673217,11.5555555555556,11.8464666666667,1.18144784505757,19.6680634055929,12.5250290962143,0.1123702734,1.81243723973947,14.8,0.4843656409,8.65,6.8491834923,233.714568405216,0.128935862604522,7.15172413793103,4.23024847870183,228.368025532802,0.000493843163995909,7.25841505736908,110.514555144985,1547.29801061008,2319.14141333785,418.181818181818,0.0917645755199455,37.9439655172414,1154.440433213,0.442006779661017,10.590554260059,87.1302434077079,NA,38.718971477035,8560.85823410345,22.39259259,NA,NA,3.18518518518519,2.36193220338983,3.86686151644596,0.60837074010904,1.26368221463785,53.3094147137288
"I2GL",2.45113793103448,7.4826666667,2.21111111111111,4.03157894736842,86.5420875418182,38.9006286954099,22.2,432.423491560101,21.866408422987,0.347166528052821,0.148683277181556,2.37708769230769,0.523816353770492,30.9687870618156,1.32114227829358,0.26998245622807,NA,1.44119017,1.55635616971788,22.0061159967594,10.4615870733502,0.107726798356566,2.28299252915022,15.84,0.766102301557594,12.7651975757425,40.07835936,193.280886009262,0.15464910182781,7.33346663334166,5.33801549612597,309.338592425758,0.00216918860655738,8.77353923939394,129.199929631667,295.239870129766,1613.87063530648,200,0.198418868852941,39.3049237690577,2516.43997939207,0.713604026923077,19.9760109642857,79.6827393151712,1.46261904761905,10.9360550364828,68927.560914139,19.2254807690064,0.489523809523809,0.856904761904762,3.89873417721519,3.0333099177037,22.4611425636364,0.554018586027349,41.3807767424242,42.9684979063462
"I2UH",0.174666667,1.73,0.33,1.156666667,100,34.2316145746557,37.4952380953599,436.52379695,27.5018703353656,0.396372744476986,0.132752470062543,1.39,0.664033269411306,51.7595635740978,0.68,0.190824032443161,23.5311414950564,8.8994,1.15376746373924,18.0020804977422,12.3928043192074,0.1015777,1.62419007365021,30.25,0.418302514,7.55,5.50878511966667,213.133025196943,0.128321167713576,6.72460737899549,4.05186597953705,204.687962884038,0.000741908833162122,6.79913103563328,93.3844145333334,1961.03366587464,2351.77767049721,600,0.119196497537266,37.7264957215991,1209.50757603176,0.114,10.9752747847421,83.0739261941736,NA,36.9248083393955,5030.215385,17.8,NA,NA,3.5,7.264,4.05516818602497,0.603972021025429,1.01214559524151,86.11444554
"I2UL",2100.998875,16.2473684211053,11.864375,12.798125,87.75,52.0069728527973,25.3570748095339,434.52260847881,24.3797988453802,0.443529748979818,0.330476674335207,2.26320146520147,0.67545205,49.5295307275057,1.14513272057795,0.2149737130625,6.32952815829032,13.2863703221632,1.40695528821062,19.3664014527687,10.6573354371688,0.148804534702787,1.96081762068018,14,0.455367024719863,7.8280278321305,10.3976616375719,230.239751935347,0.113214754156405,7.22959953572792,4.41628941777863,137.986452694764,0.000474615384615385,9.35796776212478,112.839098043992,825.352112675775,1429.99580430753,303.4637588242,0.14568,35.3675759319415,1305.20310681625,0.594811656273764,16.5260748104712,84.1841207112526,NA,1063.34197954324,548792.211606917,25.108127438112,NA,NA,3.56756756756757,3.58652091254753,3.85556,0.695297550049867,0.338710700330714,64.3801515102091
"K1GH",1.04531852622417,3.24524640657084,0.991890495867769,2.51500342209035,95.5358568021935,20.0045556555632,NA,434.747611609599,18.7588028947012,0.413966242916137,0.0525217111160447,0.366944785276074,0.450685290238636,58.5190948473767,0.271037789742823,0.172806632653061,2.92557172557173,0.0571899643542435,1.78041154961905,18.5590855454976,5.38649935613676,0.0816,2.76267262829126,26.9709302325581,0.600742421,50.4322427323616,NA,607.666091817856,0.102120635,7.34124352331606,6.71160621761658,281.875,0.000437022314049587,13.6219704321488,276.615545683764,83.833232008949,178.270364053817,NA,0.248931301652893,32.1430051813471,5261.23595505618,1.41525374200123,22.5862478685259,36.4970362694301,3.65417721518987,15.9806699901343,30319.9343003167,22.6104047410563,1.44329113924051,1.68075949367089,4.04408352668213,3.27632992253228,23.1346,0.174061137395329,137.375,65.2799470690798
"K1GL",0.57912213740458,3.01649294254723,1.77284671532847,2.17525179856115,94.6407407407365,44.9006499798389,22.5450363196126,447.122827875104,21.2947298123815,0.366457662252944,0.415000561984752,2.0213787965616,0.576479777179487,22.9163555234019,1.14392265198895,0.24404413425431,4.96447290053603,17.8535662998789,1.98002910902633,23.3250407306083,12.6907947205156,0.151963957417154,1.98756052378922,16.6716417910448,0.777038046729045,11.2534902519724,12.2592172445816,204.610553129529,0.218796543125628,7.48528189910979,4.88830860534125,154.748492244775,0.00196704330128205,13.8951096967182,155.538633370591,38.9348762376918,1679.68605412292,68.8034188034188,0.230795953666667,36.9833827893175,9986.63870581186,0.385702569054441,13.370814120416,51.0502314540059,6.15103690685413,2.97206517240144,49388.1432557319,23.0023529411765,0.840619469026549,2.78743409490334,4.34728580771746,2.52032091690544,1.32525081222117,0.407887852364979,2.15259160579643,48.3360568416022
"K1UH",31.1593777473696,22.2656056106352,1.93861083936607,9.30860967501016,96.8949427521092,22.817894711698,44.4,441.71626094063,15.5064361378476,0.715137125327225,0.122257579582299,0.36,0.550932372472331,55.866691225624,0.256938776,0.196759285714286,3.16042486231314,0.0804012512242563,1.38136476059885,25.2947179014773,11.7389817518797,0.0630643299456099,2.5396977772155,12.6825553364015,0.39372472104662,17.8982152471829,NA,298.010865242148,0.139301551658897,7.1232034795764,5.51705748865356,281.875,0.00103932840997662,11.5345531733124,275.7576687,876.896837131372,877.233335067558,100,0.162486360093531,39.8003025718608,2357.19503287071,1.428333333,17.8690586500093,83.8459379727685,2.93330985915493,19.4100773544184,22220.1001659539,40.4167082268995,1.07042253521127,2.04774647887324,3.16832219613509,3.20095636886384,23.1346,0.378866425780077,137.375,65.14376464
"K1UL",13.5141428571513,5.09080967402103,5.55673151750973,3.28533123028601,83.8540925266904,37.3388982312276,39.9,472.581254047778,22.9202323140736,0.503203644846154,0.116951540000785,1.5986190023753,0.505610260690141,23.9906919141871,0.660650831353919,0.252143102239521,4.80625,14.3033975427273,1.67684869835712,25.8504234788162,7.9736573371872,0.0936634615,2.74321852995654,22.6407068062827,0.5023080545,7.93158191942373,10.58129678,229.251967200942,0.18643281444898,7.1003234152652,5.71707632600259,312.362856797143,0.00220752816901408,10.7764944029374,138.397379557564,166.554317305973,1061.33696295068,139.16666665,0.204026544358108,36.4463130659767,1216.60869565217,0.148509002375297,10.3813952434545,46.9949288486416,3.89648648648649,13.7281293674486,28601.9911265499,20.7155807358924,1.54067567567568,2.36378378378378,2.7875,7.06308003144811,13.3244684849091,0.337599724750963,37.4910354829859,83.7262432847506
"K2GH",337.554322476896,20.6475712862655,3.69275923934015,8.06011505403452,94.9752469993117,55.1509750205156,51.5834753835817,459.345965713545,20.7585048988398,0.331412490716336,0.373103147271725,16.6797590410959,0.558879351793743,34.5654658439977,0.383088788569767,0.18697487018,5.55257352981807,9.95262868619814,1.30788930851175,23.3041440381763,10.5911750722724,0.148496935695594,2.36349412645742,19.9672131147541,0.660136631216364,12.3208942316726,12.5598322628758,200.919603698068,0.133309016508041,7.36346153854627,5.08859223292651,142.430547340744,0.000588546473928158,9.00147444706566,134.913803646273,1488.89324900702,1736.43684407741,203.718220456541,0.101663037769053,32.7459546898775,3430.43976999631,1.27281445772289,14.9449548165665,72.9795892395068,1.42971428571429,954.19509586466,46012.7962456227,21.2546277023058,0.545714285714286,0.633142857142857,2.64377289377289,0.649421103689504,2.70741512146363,0.455081426861516,5.73618734863043,60.24553079
"K2GL",NA,3.15768463073852,NA,2,91.5796460176991,27.9081732630551,28.26666667,449.317839347481,23.27970712284,0.445824967482387,0.11612922323571,4.492,0.565090909090909,62.1812078696989,0.5857083331875,0.37,6.7,7.2139005945,1.21791793610915,20.4151590871446,11.4983533248853,0.162627381797468,1.88989005920225,22.8012048192771,0.442405865518987,7.14050632911392,10.30827414,248.769945922,0.113306621567756,7.42276795960523,4.60521000688547,156.613020030246,0.00148104545454545,10.27494896862,130.405330510397,328.976525974046,1115.16274087349,61.6666666636364,0.223403846153846,34.3656185448703,2205.74381158375,0.609313,NA,66.1939040624283,1.10454545454545,27.201161929526,32810.3943236948,24.1377866972477,0.364545454545455,0.558181818181818,3.18291700241741,6.096,NA,0.608362828001455,0.362127937920605,56.32526145
"K2UH",7.75086189259847,5.35007518793985,3.20875187969925,4.4634436088406,94.4241608374773,85.1562565735052,26.7500000025,444.778156373741,22.2635284745288,0.427447366298272,0.581662214820286,0.608402684563758,0.434367725662404,49.3429672819249,0.450690842469799,0.160652830188679,5.22789699570815,10.7134879193158,1.43103842632769,21.571571379275,10.6401176129639,0.187915214214876,2.37395577151212,22.0078125,0.657213140322314,14.4769449111666,9.72142312554465,261.078531267956,0.131615242013226,7.37262596899225,5.05009689922481,154.696049462963,0.000402682352941176,11.0245978789586,153.224630488745,195.245500281999,1099.77417783798,200.762711864407,0.24310977769821,35.2800387596899,2842.45002461841,1.13049440691946,14.87893,74.1620930232558,3.06442477876106,24.6004079186539,474964.555938174,25.4355005893483,1.03433628318584,1.11592920353982,4.47771084337349,3.47206137650507,21.292075,0.557931823146838,2.06448391770684,67.7390430420134
"K2UL",1446.47319669391,22.4408207062779,9.15435639048154,12.3985068064433,98.1980298454227,106.486044016178,28.151775702612,455.868218437292,20.8202793492316,0.461121526501396,0.571080487061085,18.577380234676,0.610950922286476,52.3956739640866,2.64406911466667,0.220887755709046,5.41913560191088,11.5577468806993,1.55290410068018,24.2450123619695,12.5449193342064,0.141007707192542,2.06628413362309,13.2187831194085,0.617314686038339,11.5853818936789,12.3963487069827,207.682159287903,0.159322966876902,7.22652325763035,4.91559477836232,156.66460050853,0.000816836327137939,11.1413386618349,159.567987297992,1204.42679334958,1716.91804173707,226.727921005534,0.11362817610339,36.6002941749289,1709.38862073825,0.8526999999,15.0123411466538,88.5576907474721,5.5,304.18229389506,115279.755883521,34.0775343376722,1.63,3.25,2.69337594418123,3.2394980849312,0.681,0.563594904730839,0.350244112521368,42.9984281365497
