,B1GH,B1GL,B1UH,B1UL,B2GH,B2GL,B2UH,B2UL,I1GH,I1GL,I1UH,I1UL,I2GH,I2GL,I2UH,I2UL,K1GH,K1GL,K1UH,K1UL,K2GH,K2GL,K2UH,K2UL
11,0.690649058,0.792876139,0.900342166,0.715052555,0.64662593,0.658071205,0.89402065,0.626727331,0.800700015,0.823916419,0.687200021,0.814345601,0.647705917,0.634629705,0.669445988,0.58020273,0.601517413,0.745972032,0.884648737,0.674843519,0.726509505,0.744019745,0.539239759,0.635070174
12,0.684810449,0.764120148,0.807865365,0.908967425,0.673596025,0.61565997,0.915164664,0.762245103,0.759500645,0.593721217,0.740318577,0.438582161,0.712646715,0.723372527,0.749252069,0.771483404,0.689247616,0.776855326,0.780581658,0.660278481,0.701567206,0.776866903,0.666774793,0.793821078
13,0.659887745,0.729893227,0.541366782,0.669368118,0.662508881,0.833729157,0.664808378,0.960766054,0.687912533,0.807798539,0.647528306,0.543604287,0.682158384,0.756839525,0.868950613,0.653039263,0.738537386,0.797027328,0.640051208,0.62584411,0.788597224,0.882853898,0.620180812,0.549451771
14,0.668477697,0.583996713,0.607475892,0.694831702,0.932520003,0.753235746,0.831761123,0.778436793,0.808742572,0.676207872,0.635495582,0.719593067,0.640324197,0.698703789,0.764140455,0.710609013,0.570447593,0.797621755,0.878689332,0.656911099,0.816102623,0.676553713,0.604178367,0.451684722
15,0.753458726,0.729450795,0.782663652,0.723844931,0.958449161,0.863034483,0.907095001,0.73520925,0.673771459,0.781171199,0.597195383,0.728125408,0.726464288,0.688907743,0.828094062,0.551732667,0.609591795,0.666716849,0.81146098,0.830034252,0.648398139,0.525426102,0.748017384,0.60603477
16,0.60912959,0.720307958,0.678279733,0.589814674,0.590590887,0.862721023,0.876619519,0.852932895,0.697018211,0.76233475,0.681935349,0.803476632,0.659414951,0.621988025,0.731315129,0.777805823,0.905021709,0.818429319,0.447538721,0.706230156,0.694328559,0.889905454,0.605393953,0.625352984
17,0.54109542,0.737675517,0.563516952,0.681020162,0.503523929,0.835285006,0.943545423,0.683723654,0.664662253,0.846950231,0.789121918,0.875100981,0.660756079,0.749415251,0.687191731,0.643318635,0.632358247,0.809849015,0.525382292,0.658964679,0.670858882,0.584548125,0.55429621,0.723433001
18,0.603477207,0.673416859,0.731630432,0.521610192,0.814562453,0.648195376,0.48382938,0.746261624,0.686440197,0.836434279,0.64838493,0.680587639,0.669723937,0.643440952,0.753174979,0.740696079,0.7035744,0.777127094,0.87838493,0.646736499,0.724842919,0.75266342,0.886302224,0.73883575
19,0.638167775,0.557565591,0.758454011,0.710200494,0.770298148,0.662926886,0.416068819,0.736204247,0.801415859,0.798783932,0.692647376,0.718485416,0.738545485,0.576621799,0.710568582,0.607909017,0.717460361,0.898630858,0.608262576,0.796780101,0.682805815,0.727586349,0.778600079,0.81107718
20,0.888573429,0.856359783,0.803126238,0.59524174,0.662893302,0.511800428,0.54966429,0.786031625,0.684765746,0.880807291,0.853978367,0.765513177,0.560393129,0.796934261,0.580222581,0.621721274,0.700446349,0.608853927,0.746017443,0.670338726,0.544960978,0.715972381,0.820149653,0.771546846
21,0.556312549,0.714297136,0.573992588,0.712673084,0.659040276,0.671694073,0.923365364,0.751723881,0.808256366,0.640152593,0.706266498,0.725335782,0.744715789,0.82662356,0.713483755,0.588418037,0.62740401,0.790893605,0.662428819,0.657573772,0.621216565,0.550538185,0.633169999,0.658386186
22,0.73523104,0.751972375,0.886077172,0.58008228,0.633948114,0.581583982,0.585557279,0.789229583,0.633076322,0.833063351,0.647644522,0.833398315,0.816931713,0.569395572,0.604354009,0.804844121,0.792399587,0.855177554,0.442466582,0.541188782,0.774930067,0.756387101,0.664487004,0.749373633
23,0.666553093,0.63844855,0.723527313,0.55180393,0.700984252,0.675518328,0.81997886,0.821846626,0.756671942,0.627536944,0.772967049,0.710940659,0.844855772,0.585361136,0.791510212,0.710516765,0.977743763,0.611002991,0.795903917,0.536662758,0.765727146,0.540650319,0.868213702,0.463474837
24,0.577776627,0.715291103,0.661417747,0.586574888,0.642918033,0.886627371,0.615178674,0.889352848,0.57007418,0.871115134,0.79015217,0.591666074,0.629431417,0.661757651,0.894038872,0.656752287,0.697982325,0.607172098,0.674282303,0.658267971,0.736493931,0.845853776,0.716483564,0.862033701
25,0.60103788,0.572337929,0.748750474,0.820716389,0.606102452,0.780998818,0.488951597,0.786767401,0.620267045,0.814215642,0.733441469,0.794390288,0.72706228,0.617875428,0.758164536,0.719029303,0.705365045,0.793443284,0.828146418,0.869095288,0.868381187,0.770242846,0.60699603,0.499944173
26,0.792182727,0.540901828,0.895086933,0.883674017,0.635189182,0.673545497,0.645470586,0.629426923,0.626123414,0.705848639,0.74407866,0.920331354,0.665741847,0.589700881,0.421648257,0.69770176,0.588642173,0.494395973,0.826414556,0.585974691,0.811515924,0.683242055,0.79984444,0.900216597
27,0.731382832,0.762519371,0.718456321,0.84917685,0.78013205,0.694324502,0.894984622,0.819831744,0.697030754,0.555178345,0.626644099,0.820957359,0.704203855,0.714844212,0.752680131,0.759800975,0.401797091,0.653679744,0.443502952,0.87139265,0.821628708,0.618939815,0.716942314,0.628423374
28,0.531208386,0.709732979,0.892232993,0.629333012,0.597370393,0.618731404,0.756153607,0.696716302,0.730790329,0.699533222,0.67677257,0.605146038,0.796957376,0.650832259,0.647169462,0.618696457,0.545824945,0.693927371,0.813912105,0.698762005,0.809193486,0.694376865,0.674155653,0.835354765
29,0.531208386,0.709732979,0.892232993,0.629333012,0.597370393,0.618731404,0.756153607,0.696716302,0.730790329,0.699533222,0.67677257,0.605146038,0.796957376,0.650832259,0.647169462,0.618696457,0.545824945,0.693927371,0.813912105,0.698762005,0.809193486,0.694376865,0.674155653,0.835354765
30,0.895401124,0.730346365,0.529923836,0.93208679,0.727887563,0.71825334,0.750529708,0.763501586,0.471863901,0.793043264,0.662463579,0.562070924,0.694917661,0.839397599,0.884967593,0.739809668,0.919438204,0.707209737,0.605640467,0.581626084,0.707387052,0.604883813,0.526145802,0.790279494
31,0.852401904,0.858299784,0.862166744,0.780503148,0.895613022,0.663934328,0.503680143,0.794226527,0.700766498,0.545616303,0.66258077,0.525306411,0.830143889,0.61057819,0.630786127,0.594314261,0.804715905,0.651746179,0.463643981,0.82074742,0.72902965,0.728994397,0.75127856,0.74614185
32,0.68302713,0.750328215,0.658629124,0.619684053,0.563128646,0.651651371,0.545924425,0.728592442,0.653741609,0.508875383,0.86451894,0.734008421,0.800000975,0.635074215,0.701368008,0.785370335,0.545093527,0.687654214,0.602621489,0.871864084,0.773790595,0.552223048,0.640609368,0.805080852
33,0.892543928,0.53977329,0.836995316,0.778760642,0.828336401,0.660879107,0.943311936,0.595340985,0.798640874,0.635260946,0.683029437,0.536310543,0.60724942,0.700247127,0.65202014,0.76008138,0.634544426,0.720379233,0.852212221,0.829142811,0.714241921,0.516634816,0.518249635,0.789272069
34,0.888454692,0.797358791,0.713048801,0.57956422,0.763508873,0.623868364,0.66004761,0.642062634,0.675865182,0.544944245,0.813021747,0.746168829,0.676758439,0.736538333,0.878041588,0.651805076,0.611952794,0.803098598,0.787453645,0.929363667,0.704216454,0.517607743,0.574005598,0.875166521
35,0.904440657,0.723097321,0.614666702,0.733800665,0.891690984,0.54300889,0.775756834,0.84052701,0.709624626,0.670370819,0.734037991,0.524999793,0.572312021,0.648945178,0.868309449,0.670875662,0.836169933,0.536758181,0.802320039,0.557382811,0.881976404,0.749525824,0.543381254,0.846983029
36,0.568724044,0.896991616,0.834499841,0.731172,0.622466351,0.88405844,0.673544224,0.67624804,0.56670754,0.730664815,0.640345002,0.770783283,0.569534547,0.728575081,0.649338603,0.808308763,0.693436485,0.735455297,0.805370867,0.608942275,0.737839089,0.80988277,0.642103864,0.702634163
37,0.859688841,0.676964402,0.597765418,0.673385143,0.732383584,0.758997267,0.748977849,0.720723584,0.800225598,0.730298484,0.659498986,0.624861113,0.543042988,0.622457251,0.459599401,0.737409472,0.704481209,0.735986107,0.70118293,0.796047931,0.745708904,0.551102831,0.918200808,0.628736557
38,0.643698799,0.830317728,0.631486243,0.723980924,0.747894244,0.770956076,0.782258167,0.725010411,0.612269816,0.598364371,0.84633177,0.537843821,0.488001544,0.765385091,0.642168564,0.739169442,0.800460206,0.63839458,0.886342785,0.699799598,0.681782522,0.556823917,0.822923767,0.701435871
39,0.833990288,0.53838972,0.633410705,0.719737369,0.96392568,0.780342826,0.831477128,0.647364738,0.770828624,0.864814952,0.659523824,0.760906985,0.815034906,0.749453664,0.787686709,0.417934784,0.746058195,0.650981722,0.469580402,0.834896169,0.60633864,0.642526811,0.624830003,0.751005715
40,0.830854755,0.716723072,0.661470452,0.847732757,0.820804027,0.679287568,0.91586304,0.684048805,0.521815317,0.784518219,0.520108937,0.718506011,0.639836338,0.694506481,0.666938316,0.718866724,0.86332037,0.80327503,0.799966376,0.871134187,0.665705864,0.827749457,0.613812172,0.858653144
41,0.70203659,0.680682246,0.758316638,0.921556716,0.609110832,0.605600623,0.867029363,0.915019973,0.8131277,0.623156474,0.758326188,0.674391136,0.722357703,0.772423672,0.937912594,0.633815678,0.62537043,0.734895958,0.485291234,0.682440165,0.687198012,0.758930235,0.637278757,0.545112254
42,0.941560104,0.606837235,0.5893341,0.704385956,0.829584842,0.601494617,0.652585893,0.658419188,0.727734954,0.773451165,0.741263012,0.520914446,0.674825331,0.763120771,0.909617731,0.683247285,0.514634085,0.799689633,0.986271073,0.656568282,0.751199588,0.805070219,0.671901884,0.580006282
43,0.941560104,0.606837235,0.5893341,0.704385956,0.829584842,0.601494617,0.652585893,0.658419188,0.727734954,0.773451165,0.741263012,0.520914446,0.674825331,0.763120771,0.909617731,0.683247285,0.514634085,0.799689633,0.986271073,0.656568282,0.751199588,0.805070219,0.671901884,0.580006282
44,0.822880383,0.400881085,0.861409668,0.623870336,0.457311429,0.638352568,0.62169759,0.79920373,0.645524764,0.781065989,0.659280023,0.870193215,0.778719804,0.750805014,0.949649279,0.671664833,0.71829957,0.62237972,0.785463265,0.758501115,0.637650711,0.650025311,0.790682685,0.651582919
45,0.771402741,0.757620587,0.754158543,0.611675564,0.677885738,0.84747743,0.549267745,0.558169277,0.676056456,0.441278473,0.73231221,0.685507436,0.714929046,0.929703548,0.811854483,0.552175728,0.449451188,0.614849798,0.755565803,0.735523701,0.849918363,0.82108419,0.926264483,0.702986363
46,0.671292652,0.779385934,0.657185613,0.910507219,0.6782111,0.80868611,0.691535665,0.790880949,0.653074611,0.860542984,0.718739406,0.537418718,0.821015798,0.548822933,0.542645374,0.736652549,0.59252687,0.765705927,0.670909751,0.631247214,0.724861139,0.845372043,0.756743305,0.601096939
47,0.529255139,0.855604246,0.627060632,0.755810856,0.890592658,0.658870345,0.75276595,0.856364499,0.729960758,0.470286958,0.767572806,0.643875188,0.631669074,0.890406431,0.803287382,0.69077992,0.569784894,0.720493978,0.673292102,0.687369996,0.641661691,0.820577242,0.693998321,0.716935373
48,0.914390257,0.877118185,0.609169194,0.935640156,0.698065534,0.801879259,0.793770483,0.645627276,0.761393156,0.67448786,0.657927886,0.593390904,0.660858445,0.564168265,0.855269248,0.885195631,0.788109417,0.724067476,0.46809749,0.612993169,0.725880117,0.686958374,0.671617085,0.59694461
49,0.704563003,0.696786575,0.777023707,0.619629885,0.753664229,0.525904635,0.907434123,0.563185182,0.612201257,0.730158254,0.686255871,0.634100634,0.790190234,0.601089842,0.735086104,0.848648315,0.565158099,0.935945634,0.542405681,0.67025994,0.659633377,0.623059549,0.699348719,0.825166342
50,0.893519789,0.763033962,0.700509154,0.98977151,0.777752782,0.674152713,0.886059127,0.763412916,0.615170422,0.686576617,0.816989204,0.699567196,0.720949698,0.51788055,0.881194904,0.617461924,0.743830914,0.58770362,0.679923093,0.830005646,0.571191818,0.532157407,0.636771924,0.853957917
51,0.415256178,0.50180138,0.898911293,0.392370787,0.760006338,0.758650074,0.518706457,0.633696443,0.876921089,0.598156203,0.847477561,0.723410299,0.930113902,0.500063529,0.706404062,0.596321939,0.892521956,0.807820549,0.892066968,0.732055555,0.753870611,0.721237881,0.825898025,0.61332249
52,0.576256041,0.861213609,0.692325452,0.818654757,0.761216659,0.596452411,0.830398821,0.758551529,0.760928747,0.676695521,0.568117641,0.728260567,0.704307462,0.592969718,0.842915749,0.718314798,0.599306046,0.684803559,0.704904868,0.946300214,0.682492679,0.885522955,0.849858085,0.786115906
53,0.72382952,0.845397335,0.752449172,0.691250438,0.662407751,0.732052425,0.745703538,0.924568666,0.675569754,0.708263215,0.776780978,0.640590955,0.859729495,0.733663923,0.635436654,0.677382382,0.867972071,0.804753947,0.933207057,0.569896605,0.560539334,0.861543162,0.732706991,0.588725421
54,0.530898388,0.677031325,0.685686326,0.734979382,0.965661554,0.778283447,0.688085505,0.622196879,0.715726691,0.779019934,0.679020874,0.692864645,0.596728888,0.818385262,0.917329844,0.763900406,0.625783178,0.774662191,0.90756158,0.813214291,0.656562896,0.457658558,0.573956916,0.491045444
55,0.727305582,0.813119816,0.939626173,0.616843206,0.620543874,0.636070658,0.564669454,0.727676103,0.76144333,0.764111554,0.587525979,0.704989834,0.702839669,0.798127042,0.748637298,0.713365714,0.549090951,0.77396739,0.576763559,0.739526885,0.553956969,0.930379744,0.583339272,0.559233253
56,0.636180391,0.773635036,0.553492161,0.787481739,0.863839716,0.733238649,0.829897395,0.722262855,0.615088062,0.821703233,0.772645535,0.756845048,0.830780058,0.661860457,0.622726831,0.679057219,0.883967616,0.659479151,0.970374581,0.704302411,0.67295899,0.467781874,0.656129113,0.739846657
57,0.773007809,0.773270067,0.480879062,0.904459056,0.816453835,0.730011319,0.648015743,0.581872588,0.885706029,0.813478642,0.769913024,0.669210558,0.711300315,0.567613093,0.72243796,0.658059546,0.863621757,0.657239764,0.9333405,0.64254427,0.608194825,0.730035751,0.701422004,0.680046472
58,0.783567911,0.582575423,0.667085123,0.74546527,0.585621862,0.546411929,0.550013558,0.679817167,0.797056544,0.713664427,0.66419578,0.620011253,0.790311504,0.67497338,0.689966309,0.619965136,0.963852627,0.800518277,0.810263514,0.773350769,0.718134449,0.535186821,0.809280073,0.695449746
59,0.665204404,0.768229147,0.761800995,0.607220957,0.661153162,0.711897714,0.678231561,0.747037578,0.644285356,0.700309691,0.716820562,0.764546133,0.671342228,0.673291543,0.530946175,0.839018352,0.854042625,0.925580188,0.758146095,0.573072931,0.637550958,0.606256441,0.633073809,0.548403162
60,0.725861825,0.557146083,0.852363549,0.641656989,0.6628309,0.78680436,0.64526134,0.683051935,0.699879087,0.675079171,0.550361925,0.920174095,0.652838874,0.627996288,0.693030506,0.74873498,0.807273465,0.911669313,0.921129319,0.668377104,0.788406052,0.532141974,0.661809892,0.694623933
61,0.770478239,0.530866854,0.771034656,0.777915413,0.566055365,0.751124571,0.55461396,0.724511466,0.744345276,0.652397536,0.695846629,0.733452221,0.905635923,0.737537722,0.533078005,0.72285387,0.679468371,0.914109986,0.57176066,0.432018709,0.76949232,0.604345508,0.648484646,0.717194678
62,0.770478239,0.530866854,0.771034656,0.777915413,0.566055365,0.751124571,0.55461396,0.724511466,0.744345276,0.652397536,0.695846629,0.733452221,0.905635923,0.737537722,0.533078005,0.72285387,0.679468371,0.914109986,0.57176066,0.432018709,0.76949232,0.604345508,0.648484646,0.717194678
63,0.645790218,0.707581563,0.826564524,0.758068895,0.751615538,0.809600142,0.869436865,0.840747103,0.629631502,0.872633679,0.60494418,0.790966712,0.647173131,0.918184507,0.625758314,0.650114262,0.907395393,0.573045399,0.766113004,0.43004046,0.654279014,0.651553506,0.702113128,0.769952334
64,0.591795759,0.528571732,0.676789499,0.58839811,0.699139687,0.672028492,0.854850977,0.472447869,0.694461489,0.639829833,0.689810391,0.820457569,0.756440298,0.890501296,0.554541188,0.560974522,0.605100832,0.610014375,0.949087114,0.86794706,0.665892178,0.900254416,0.751805985,0.578062553
65,0.947671683,0.659821803,0.627428309,0.652827953,0.77966502,0.782792891,0.920198541,0.539839429,0.706044868,0.51267985,0.678401545,0.714661603,0.867498122,0.663529334,0.744792829,0.592901866,0.885172004,0.601234798,0.835280964,0.761320762,0.679074361,0.857542771,0.659796277,0.602683274
66,0.506594454,0.81593441,0.518257194,0.640621719,0.556072837,0.719819993,0.924416801,0.594350904,0.609697622,0.671381058,0.773377257,0.653357151,0.685665239,0.612677255,0.639220538,0.569071032,0.963627616,0.868178345,0.82507795,0.850331902,0.657959968,0.775388149,0.712454681,0.882268982
67,0.82843817,0.731743847,0.642562749,0.84489193,0.576899235,0.586842031,0.581749426,0.534191815,0.82348842,0.867039319,0.88647212,0.743935194,0.734885528,0.593181542,0.640148204,0.760558287,0.719868846,0.671692516,0.565604419,0.740244341,0.588801688,0.681231364,0.745641878,0.808872951
68,0.581439272,0.699682484,0.512314499,0.626075535,0.917589686,0.714433591,0.63374843,0.701481061,0.666864598,0.662911722,0.648059864,0.882837559,0.638285153,0.877452031,0.610119061,0.833612443,0.631868482,0.615394254,0.822377815,0.734651112,0.663341525,0.792436813,0.515770482,0.875959667
69,0.584610754,0.657434818,0.681888583,0.66794727,0.852242297,0.727810065,0.634041854,0.676923597,0.715216699,0.811870059,0.761179153,0.691350986,0.835767886,0.620414001,0.566589678,0.756579098,0.489298837,0.436406883,0.754249131,0.804630068,0.665334783,0.680156747,0.794785257,0.670820743
70,0.578791756,0.551668938,0.673537611,0.858638978,0.691096874,0.783792747,0.809052773,0.678178542,0.851097801,0.765980067,0.666347316,0.772646506,0.514602648,0.598231054,0.677273821,0.754391359,0.894183634,0.654903026,0.981007589,0.648839475,0.742325725,0.696669218,0.642574615,0.810049432
71,0.578791756,0.551668938,0.673537611,0.858638978,0.691096874,0.783792747,0.809052773,0.678178542,0.851097801,0.765980067,0.666347316,0.772646506,0.514602648,0.598231054,0.677273821,0.754391359,0.894183634,0.654903026,0.981007589,0.648839475,0.742325725,0.696669218,0.642574615,0.810049432
72,0.627925227,0.691707912,0.838279516,0.478145535,0.761247487,0.694734487,0.692777554,0.737504924,0.715289321,0.644391053,0.871281413,0.931371124,0.80971933,0.549075381,0.581243396,0.739542287,0.842032392,0.485003634,0.618970302,0.662688822,0.647620837,0.750383055,0.845276754,0.646023252
73,0.722214191,0.807222331,0.650918638,0.759270131,0.545406376,0.72264586,0.809542919,0.670698636,0.675145286,0.753949972,0.729326128,0.743539726,0.522418544,0.662424473,0.902073561,0.644289055,0.957995071,0.600562956,0.808576394,0.875718969,0.826348808,0.870539314,0.841057194,0.580730086
74,0.654238211,0.913888378,0.482390851,0.621346935,0.510431704,0.73517989,0.79472817,0.876157964,0.709520633,0.699266873,0.603042149,0.655597061,0.584428213,0.603929088,0.822921543,0.691254832,0.933059668,0.622664043,0.676932328,0.836010645,0.684039039,0.815448692,0.758294624,0.695817603
75,0.803566767,0.520826176,0.717919332,0.798664894,0.556256802,0.670610187,0.81333832,0.730946996,0.684645751,0.639580784,0.665284183,0.552177129,0.710496266,0.822671207,0.864035425,0.559652597,0.631268213,0.753825057,0.585543821,0.611694987,0.815697445,0.641598376,0.705091265,0.707055262
76,0.807134887,0.559585708,0.631446559,0.508438544,0.840948541,0.791212496,0.577400128,0.831681276,0.61103191,0.617395342,0.712101305,0.853923422,0.709364726,0.733526621,0.630062202,0.642755958,0.975573875,0.743447701,0.875005172,0.659783568,0.668839548,0.793875243,0.599588748,0.62478242
77,0.850933218,0.647679719,0.557039721,0.751471903,0.921790717,0.809251172,0.640295429,0.625164903,0.587133583,0.603076444,0.809304408,0.627303243,0.660668928,0.74248594,0.784189368,0.58560747,0.901358674,0.669589136,0.756747283,0.569581987,0.773559056,0.75671235,0.664733289,0.787536509
78,0.841686053,0.499781243,0.675163643,0.856709514,0.716452373,0.497447538,0.805629729,0.715580295,0.693165491,0.597435042,0.795810506,0.694306648,0.838703456,0.663078975,0.807728457,0.820846528,0.688174403,0.575262042,0.949782946,0.733354253,0.653211489,0.573901475,0.778207395,0.651753264
79,0.576672168,0.620630602,0.815995372,0.700054296,0.705695228,0.750165118,0.799354584,0.787303759,0.796443978,0.782582215,0.689061636,0.787851285,0.721028176,0.785899575,0.743798994,0.729964707,0.73385171,0.756483157,0.719814977,0.77267179,0.752742156,0.540176068,0.42995274,0.570780207
80,0.860179646,0.78887849,0.97649442,0.760224372,0.575624479,0.614534352,0.463770815,0.534103187,0.744448529,0.649840756,0.710384281,0.726883022,0.542112224,0.75735341,0.894506284,0.664245165,0.868513546,0.645546919,0.887944601,0.716257062,0.799772502,0.867639363,0.685411009,0.810474207
81,0.788564937,0.624161673,0.77734721,0.686257862,0.73871008,0.651608136,0.621920229,0.777576902,0.737878489,0.606786025,0.85152481,0.715142961,0.693594756,0.571687754,0.941176236,0.629719172,0.51438231,0.60405719,0.609516182,0.72050743,0.779057152,0.55002979,0.752141436,0.88292125
82,0.711985414,0.752852549,0.751771395,0.797368676,0.704905661,0.750574675,0.781213681,0.717068466,0.438562713,0.714621117,0.753772494,0.851332116,0.625200896,0.749877516,0.645916793,0.643984653,0.650964253,0.743490056,0.848543178,0.619195208,0.787149091,0.587587195,0.527378531,0.575418655
83,0.698817679,0.768699071,0.751818122,0.694573259,0.706859148,0.621090812,0.956664417,0.617479181,0.580960292,0.751067004,0.907665682,0.681428338,0.718487049,0.716990626,0.611051943,0.608894552,0.482097476,0.661092347,0.806258445,0.512854078,0.661936511,0.679748142,0.810916206,0.688498807
84,0.636225331,0.541556066,0.746719568,0.584504155,0.745027637,0.700047896,0.552355404,0.926684695,0.740059259,0.714220987,0.789486187,0.538803743,0.638890912,0.723457271,0.674090884,0.828394145,0.843879719,0.563068581,0.881434177,0.793032528,0.658057287,0.545698956,0.70543658,0.717951285
85,0.888235289,0.68611904,0.905739201,0.763680195,0.835244737,0.843387894,0.803869087,0.69064305,0.587440942,0.543731623,0.651489264,0.795640609,0.711561462,0.603638723,0.841396395,0.843683284,0.684966852,0.700458222,0.678942945,0.709720083,0.64330631,0.675125968,0.65509409,0.800015888
86,0.576228022,0.655909356,0.604319978,0.79667168,0.714412826,0.830448073,0.684260442,0.717928229,0.835396647,0.780198332,0.719251485,0.640144065,0.634506419,0.693464637,0.577206984,0.728677381,0.633015132,0.871639131,0.834045547,0.716883646,0.599242755,0.490724719,0.612980973,0.899477501
87,0.597047795,0.827325707,0.584026866,0.676707958,0.922052972,0.728790568,0.715689485,0.594737728,0.691222094,0.637882675,0.679131518,0.772657804,0.637128216,0.898384475,0.573319599,0.65320861,0.579202023,0.842400232,0.785606547,0.661005442,0.661973823,0.712414241,0.621615853,0.722643329
88,0.621983182,0.746920699,0.777769129,0.72319562,0.916922643,0.669949151,0.658107061,0.703292374,0.638297093,0.873133572,0.832022952,0.605525811,0.746614379,0.761224746,0.665900283,0.687256069,0.793269781,0.661882513,0.848015364,0.59929104,0.671829361,0.841848416,0.703874765,0.709457208
89,0.741863267,0.590228706,0.886394487,0.875850054,0.602264076,0.746871254,0.532564963,0.729297422,0.583291685,0.744507364,0.770378049,0.733156441,0.754452425,0.612287306,0.91756457,0.699057507,0.5966683,0.628124956,0.753568343,0.64384226,0.78613539,0.715953491,0.830917812,0.796392718
90,0.809596363,0.72092796,0.934333848,0.669447284,0.750021558,0.786427627,0.669751508,0.822332681,0.624947863,0.735141623,0.539481093,0.640322402,0.786096055,0.612653518,0.903333681,0.850612976,0.906195262,0.719415038,0.947969941,0.745491092,0.721581171,0.5483334,0.529366853,0.695702255
91,0.735857024,0.702869951,0.757435582,0.571968871,0.802536477,0.898853685,0.836325111,0.696732033,0.661253251,0.621962577,0.631857034,0.706550359,0.692344543,0.746523729,0.510839584,0.764477441,0.641207144,0.656696898,0.94250419,0.695881499,0.582976362,0.595415232,0.708038859,0.85770798
92,0.724225151,0.549455208,0.784855972,0.845260291,0.786052184,0.622780707,0.828016495,0.865266239,0.633036908,0.765431554,0.758384417,0.713139373,0.827682241,0.709034513,0.438462191,0.650340625,0.885231791,0.685836114,0.524936651,0.818249948,0.824977831,0.630537592,0.696249173,0.765623681
93,0.686939014,0.847454313,0.627281632,0.552477028,0.854220367,0.644010857,0.741435883,0.65798305,0.682776865,0.840735687,0.786337886,0.638438978,0.732331126,0.727773772,0.905866665,0.561236634,0.947234664,0.467557216,0.691114702,0.487119742,0.677984352,0.817337618,0.643662901,0.707774126
94,0.760842059,0.510948343,0.818389325,0.649235532,0.833490063,0.656617933,0.777095641,0.522593286,0.680852755,0.904805048,0.671874302,0.816260915,0.594315503,0.531158232,0.676367387,0.816873938,0.675920365,0.751352899,0.455947661,0.640878389,0.765463224,0.807365667,0.90223653,0.909884787
