,B1GH,B1GL,B1UH,B1UL,B2GH,B2GL,B2UH,B2UL,I1GH,I1GL,I1UH,I1UL,I2GH,I2GL,I2UH,I2UL,K1GH,K1GL,K1UH,K1UL,K2GH,K2GL,K2UH,K2UL
31,0.108468401,0.132778696,0.074198151,0.064274786,0.10926363,0.086455197,0.031939024,0.063970316,0.091891374,0.048608985,0.116446767,0.043231198,0.087685773,0.049133345,0.052632584,0.028932388,0.091060473,0.089602267,0.035796298,0.07779546,0.084809464,0.097657203,0.113487327,0.093447218
32,0.033433578,0.048580445,0.070077298,0.034405709,0.057372462,0.085517791,0.049095765,0.099609248,0.102601406,0.086248272,0.137674665,0.097672121,0.087154385,0.063933726,0.048141185,0.084380237,0.054815385,0.094301761,0.035427216,0.086903777,0.077703805,0.050582049,0.036233678,0.06331472
33,0.072107145,0.232777616,0.077625239,0.046225019,0.070677461,0.058362007,0.063275469,0.059233778,0.144333621,0.099856077,0.125060401,0.028404918,0.068398884,0.071211954,0.064800427,0.112669375,0.052672676,0.056969727,0.029327999,0.073535918,0.074193989,0.060258852,0.098463699,0.057915999
34,0.07595474,0.085335695,0.040997022,0.031359364,0.095016605,0.0717602,0.076999046,0.065516223,0.080645292,0.127781865,0.080975504,0.055409496,0.057437557,0.129139557,0.130181203,0.067752363,0.028411058,0.064106128,0.027124038,0.048511943,0.099791501,0.034998414,0.094058361,0.078768428
35,0.127754724,0.073321017,0.081769058,0.107745143,0.146944707,0.059305344,0.141963023,0.062942761,0.060194645,0.111020339,0.061834793,0.05065224,0.046846317,0.077291677,0.050352108,0.093488209,0.070524381,0.047529226,0.096065966,0.068055407,0.067035167,0.049764823,0.037710916,0.079162757
36,0.074745338,0.087166782,0.13547661,0.025162588,0.041641411,0.061366315,0.075891521,0.054081827,0.070429751,0.061598377,0.080856989,0.061020865,0.047198948,0.140681561,0.066720814,0.095698734,0.366769903,0.141663508,0.058743497,0.053788704,0.081296425,0.069325985,0.038571657,0.084296109
37,0.068477892,0.064999249,0.056650651,0.045534817,0.038822502,0.117430969,0.036001252,0.04321961,0.089759266,0.04979055,0.100243812,0.041858177,0.063826248,0.055073729,0.061471079,0.089871677,0.046219057,0.156300911,0.091585786,0.063190574,0.074670747,0.079248818,0.068138097,0.084202806
38,0.110655072,0.068567898,0.074427069,0.111158426,0.059305906,0.07327031,0.090185521,0.038499558,0.086476717,0.086845512,0.127187312,0.068688091,0.035606722,0.064609421,0.031915121,0.05766485,0.056278674,0.104576463,0.029871199,0.070899752,0.100495004,0.050283827,0.092811282,0.065439571
39,0.116144716,0.052175215,0.063726557,0.038915691,0.075491371,0.065743812,0.064701841,0.073239334,0.087443858,0.198467036,0.105118997,0.046204413,0.075370179,0.083928543,0.042070102,0.042195777,0.048136655,0.108259234,0.015466203,0.094498326,0.08632617,0.090426254,0.052555465,0.08318879
40,0.098458325,0.050365735,0.034349564,0.037071017,0.042408411,0.086118166,0.056293857,0.048066514,0.087888261,0.123483259,0.05179331,0.058993877,0.097711597,0.063148716,0.041058998,0.058183237,0.098079455,0.117479357,0.116818161,0.133648599,0.074955975,0.084880154,0.065241517,0.0496931
41,0.060534875,0.046259432,0.041236535,0.078610423,0.054905339,0.034324848,0.087583489,0.097260524,0.130857421,0.120668508,0.064421011,0.087749564,0.069876437,0.104944079,0.062632725,0.105757574,0.022805199,0.098685424,0.266585219,0.072554067,0.065003479,0.038555588,0.078210939,0.113475715
42,0.100352095,0.029283721,0.064203254,0.066763024,0.092170343,0.048183561,0.092247944,0.12623739,0.071738654,0.053090769,0.12697631,0.060004105,0.053964977,0.084429765,0.112295289,0.081126931,0.066845222,0.057587927,0.028215901,0.079144504,0.055899834,0.056814608,0.07899305,0.049670554
43,0.100352095,0.029283721,0.064203254,0.066763024,0.092170343,0.048183561,0.092247944,0.12623739,0.071738654,0.053090769,0.12697631,0.060004105,0.053964977,0.084429765,0.112295289,0.081126931,0.066845222,0.057587927,0.028215901,0.079144504,0.055899834,0.056814608,0.07899305,0.049670554
44,0.04591988,0.019539757,0.086024101,0.059319373,0.057046499,0.10860695,0.066866958,0.141678856,0.080206595,0.137062299,0.089769908,0.048154809,0.076040773,0.089446259,0.019798574,0.083169045,0.06816698,0.058305223,0.096557525,0.059985314,0.073379591,0.030173483,0.094153584,0.068205716
45,0.079463142,0.077420683,0.140865309,0.041023819,0.034533896,0.069457553,0.016703769,0.057835612,0.09651347,0.023042049,0.135628468,0.105340292,0.075229782,0.130716649,0.044075474,0.043328979,0.034297507,0.07923403,0.089325098,0.086326053,0.086794973,0.067944573,0.077927021,0.079946206
46,0.084779838,0.082904414,0.05289664,0.065175584,0.040401938,0.071471982,0.070899939,0.073486439,0.070579641,0.160939648,0.153570963,0.076800901,0.088168881,0.0834828,0.050743851,0.052897414,0.079669278,0.071573866,0.058013899,0.117297179,0.072041805,0.090605637,0.05248611,0.069647979
47,0.070640602,0.124487471,0.067960378,0.150867001,0.074900563,0.064851618,0.078942587,0.058858134,0.046097838,0.063074435,0.094969854,0.078749844,0.054101006,0.079947895,0.025173414,0.057208292,0.05589409,0.056122087,0.043672444,0.099042837,0.103507347,0.078088523,0.116931602,0.048803257
48,0.113394406,0.063312594,0.052725764,0.041403262,0.043124534,0.063245573,0.087746428,0.07112037,0.094583544,0.079637229,0.098253544,0.074417227,0.061434054,0.045064294,0.039182123,0.138033243,0.170983243,0.042021579,0.034021556,0.03875928,0.085003611,0.090343531,0.060851139,0.045750128
49,0.067058031,0.076529287,0.089325595,0.036440505,0.033823062,0.07613595,0.110721596,0.058734465,0.110086111,0.116991609,0.108522698,0.124066711,0.08269027,0.057414553,0.04982603,0.088797333,0.046703456,0.103799141,0.024755493,0.075556584,0.052437466,0.047751528,0.031156876,0.090353688
50,0.058863258,0.217385727,0.053814002,0.182187777,0.096719763,0.094749803,0.112416202,0.12878922,0.093000368,0.055741822,0.123274228,0.050118734,0.070993672,0.052728537,0.016529432,0.092355682,0.042961925,0.055072762,0.049917781,0.037397114,0.058483708,0.071746161,0.056668683,0.074996206
51,0.053091988,0.064698845,0.107428112,0.025095862,0.082288127,0.136545572,0.034193197,0.079128561,0.088400188,0.036445511,0.085321063,0.091567708,0.119256324,0.055599302,0.06189232,0.030450503,0.031380755,0.118469072,0.097660518,0.052579735,0.069912528,0.080103552,0.093234778,0.087700922
52,0.067154765,0.097917411,0.084898065,0.046349788,0.07251742,0.060913414,0.030868175,0.086556696,0.113822973,0.079941092,0.120547334,0.108295657,0.084608008,0.062310962,0.049168537,0.057259423,0.044619862,0.109898529,0.022971098,0.111605622,0.078480391,0.110199481,0.050307608,0.079591327
53,0.094815127,0.052179255,0.113671722,0.044148148,0.054699516,0.069113621,0.071708713,0.117577616,0.081854687,0.072137079,0.096320593,0.069580976,0.069825723,0.069004043,0.034761977,0.074281614,0.160380729,0.123044494,0.076276607,0.054177677,0.063697792,0.039438092,0.096603519,0.084380274
54,0.06115672,0.065998737,0.033441943,0.050052522,0.044900759,0.067008349,0.082761849,0.029899904,0.075316503,0.080880027,0.074336705,0.051844788,0.097032308,0.131858916,0.056049919,0.19327122,0.018354645,0.102897307,0.082915786,0.094913967,0.063380248,0.03340531,0.060568931,0.048357235
55,0.06051211,0.072837873,0.124351575,0.062511886,0.054243618,0.051528583,0.021532759,0.06130042,0.076645652,0.10803969,0.04870793,0.068451311,0.078195141,0.142501118,0.027564768,0.065977303,0.037546236,0.117340862,0.183678865,0.074788447,0.065616043,0.122604272,0.088507823,0.040568794
56,0.095454508,0.113977119,0.039121233,0.059832418,0.071670656,0.200582816,0.093823893,0.106698275,0.078048609,0.065545462,0.060939122,0.096424407,0.045127285,0.104381649,0.042581721,0.067117274,0.101431888,0.086208146,0.061412448,0.085590496,0.065558692,0.063831301,0.04565585,0.099140969
57,0.13001001,0.087676499,0.056577447,0.013657961,0.089460807,0.058460857,0.045654305,0.117231926,0.150996683,0.088453628,0.133465397,0.065074154,0.060387867,0.051755596,0.029800179,0.100426943,0.044823992,0.080503244,0.05480183,0.066672375,0.086187266,0.064248066,0.092147623,0.074770623
58,0.121856591,0.072144558,0.114708426,0.038181244,0.054637134,0.049294522,0.053994089,0.11323206,0.108712581,0.118100996,0.073162395,0.069139473,0.073078111,0.119197084,0.073258203,0.077121748,0.064253286,0.072953216,0.056227551,0.067244538,0.066024915,0.043362458,0.089561468,0.053861443
59,0.037130443,0.061471461,0.023308388,0.020041039,0.083477478,0.081470564,0.075303405,0.057306965,0.087424361,0.093205844,0.089113671,0.110687191,0.045945306,0.052525776,0.043288917,0.061865231,0.033082256,0.102400575,0.216427178,0.055995033,0.094560638,0.101696073,0.063190769,0.037507134
60,0.073114703,0.076203483,0.054118447,0.067031329,0.06406935,0.088692902,0.033571395,0.087427691,0.067927953,0.093335519,0.086836508,0.145624692,0.069281166,0.097393406,0.034764065,0.062867612,0.078162221,0.073873653,0.028960132,0.069308733,0.12476444,0.020193935,0.095435714,0.04016242
61,0.068068871,0.041276218,0.030805385,0.163606091,0.04949076,0.093029721,0.061265785,0.110590553,0.092135067,0.078547169,0.13316894,0.037588531,0.070411897,0.097910842,0.047608743,0.098566731,0.053967921,0.071585912,0.036325276,0.017940688,0.105369132,0.059778912,0.051137779,0.083160764
62,0.068068871,0.041276218,0.030805385,0.163606091,0.04949076,0.093029721,0.061265785,0.110590553,0.092135067,0.078547169,0.13316894,0.037588531,0.070411897,0.097910842,0.047608743,0.098566731,0.053967921,0.071585912,0.036325276,0.017940688,0.105369132,0.059778912,0.051137779,0.083160764
63,0.069410179,0.065690125,0.076673909,0.142618694,0.059712917,0.129277074,0.041433642,0.058510575,0.096744774,0.083771704,0.086090284,0.059371265,0.086654241,0.112908496,0.057898144,0.070609044,0.110389305,0.052290883,0.057902108,0.03978793,0.080708491,0.094120665,0.067547614,0.080418121
64,0.063848474,0.041916866,0.056241006,0.056169386,0.114517608,0.065713273,0.086737532,0.054375559,0.070747703,0.083293062,0.082038242,0.099874636,0.041962976,0.113760771,0.049828096,0.046257797,0.06107624,0.084257363,0.042958483,0.064719203,0.068850345,0.177362936,0.079789506,0.053640429
65,0.071754096,0.080178581,0.105229791,0.031237214,0.082501108,0.090009299,0.076162236,0.03000007,0.06153661,0.078875526,0.125832678,0.075105698,0.057583719,0.077833013,0.037901633,0.0851084,0.106721754,0.058013793,0.0943703,0.062346587,0.127738503,0.134009278,0.050065959,0.058261892
66,0.061094584,0.055480906,0.044045921,0.066828852,0.060459271,0.110883247,0.134018087,0.053860898,0.07308842,0.064356962,0.079439152,0.066505295,0.060543151,0.08174472,0.031443538,0.09919623,0.038918483,0.113505149,0.071979004,0.090710266,0.11035928,0.042905488,0.063433518,0.073950119
67,0.093624188,0.107691771,0.106576863,0.049262029,0.029189176,0.079020069,0.063777707,0.053608541,0.058710691,0.120447515,0.09729759,0.084807472,0.11796903,0.037232802,0.070517455,0.093452827,0.048657469,0.063186866,0.241407557,0.063101922,0.067485116,0.048797467,0.033854322,0.064297193
68,0.04209723,0.0571095,0.037424847,0.048933217,0.017334959,0.077077855,0.064794212,0.093402813,0.053271446,0.057313706,0.131664705,0.115749233,0.058303983,0.042241665,0.074842562,0.117271317,0.061500712,0.050862868,0.097134778,0.069185968,0.109760634,0.113197245,0.068635041,0.075876542
69,0.076279062,0.065946356,0.03819297,0.094988202,0.069634895,0.119644688,0.029583633,0.087294408,0.131960625,0.0608673,0.120685957,0.096901862,0.100029498,0.041267591,0.073797181,0.074643092,0.021367777,0.048184,0.03482796,0.119577931,0.073347558,0.03920805,0.053748509,0.083049765
70,0.050823144,0.079075754,0.056721257,0.090048498,0.097958547,0.079340852,0.128907062,0.050092927,0.072971287,0.058188442,0.113878441,0.055285119,0.062656435,0.047626048,0.057036714,0.088500155,0.05372876,0.078343987,0.015548211,0.057599255,0.079227476,0.120493828,0.154314538,0.103412547
71,0.050823144,0.079075754,0.056721257,0.090048498,0.097958547,0.079340852,0.128907062,0.050092927,0.072971287,0.058188442,0.113878441,0.055285119,0.062656435,0.047626048,0.057036714,0.088500155,0.05372876,0.078343987,0.015548211,0.057599255,0.079227476,0.120493828,0.154314538,0.103412547
72,0.088393478,0.094651512,0.086039866,0.008130674,0.115005695,0.083230091,0.082183431,0.058021275,0.080590737,0.097080064,0.126038018,0.081370048,0.078702586,0.088509481,0.037152481,0.068164698,0.128377303,0.064193629,0.043424887,0.056110726,0.091171833,0.044606367,0.070575166,0.045598818
73,0.085921084,0.089197516,0.045993587,0.04972056,0.047377697,0.110285996,0.072091397,0.116860475,0.077162411,0.103999166,0.102919738,0.05743001,0.062332249,0.046719644,0.050445199,0.052144466,0.058539801,0.063024309,0.031357078,0.111459669,0.130503533,0.035233066,0.081998358,0.093230636
74,0.052610773,0.050998674,0.041305637,0.018093417,0.033719727,0.108126803,0.104496228,0.13370782,0.114078015,0.044370536,0.074203413,0.081439473,0.040146923,0.09719228,0.060027145,0.079704434,0.062484612,0.038594916,0.083853003,0.098113019,0.108163351,0.06597842,0.074058289,0.125481584
75,0.06597739,0.050594925,0.067720591,0.066384886,0.042690357,0.061242561,0.039139226,0.056717462,0.089155953,0.124228544,0.131457486,0.048240108,0.091819992,0.050728885,0.127269078,0.055027924,0.051157846,0.094442369,0.029571834,0.069801136,0.114717326,0.063101265,0.045309685,0.090142644
76,0.098515731,0.048168532,0.089975095,0.019414178,0.080773095,0.120821405,0.039335685,0.088929496,0.078374694,0.093231453,0.114328668,0.093372361,0.124602789,0.102704391,0.048793719,0.073447192,0.164307918,0.039762558,0.061487089,0.06990217,0.054579064,0.04701384,0.047225452,0.047611485
77,0.118067207,0.044761422,0.037651128,0.061942594,0.029638468,0.098511904,0.067882781,0.088778442,0.047524449,0.073847489,0.107803282,0.06728972,0.064715654,0.048263089,0.051488441,0.073481892,0.019100084,0.045040095,0.099503435,0.101687546,0.058993332,0.064354841,0.108797414,0.094207385
78,0.072377578,0.055264809,0.064299256,0.099357409,0.054513331,0.097942649,0.092317606,0.042987296,0.11832423,0.075709075,0.090802452,0.08167998,0.099951332,0.06302546,0.040614074,0.080113485,0.066600311,0.138269007,0.08327915,0.091668929,0.081193249,0.097700999,0.085842005,0.035537041
79,0.061192483,0.084728107,0.080747461,0.033871108,0.147044191,0.058368927,0.033693654,0.133954887,0.066625989,0.106392439,0.079749007,0.108454224,0.054083343,0.071846778,0.030567708,0.082709034,0.080750822,0.07142816,0.05121629,0.109546335,0.102594418,0.012918083,0.040694326,0.063475526
80,0.147497788,0.123847514,0.060872981,0.079169569,0.06785174,0.057849868,0.016964922,0.051804817,0.081844979,0.103594964,0.093094919,0.072857963,0.081493437,0.114798946,0.045139354,0.070318945,0.069918315,0.047213272,0.034499063,0.102228633,0.120705437,0.03670863,0.097305285,0.060181239
81,0.086594626,0.069542476,0.089324551,0.009443088,0.079125345,0.056316875,0.051736998,0.120097598,0.125422168,0.048121593,0.036336037,0.10124979,0.085113353,0.07876156,0.07354461,0.087459591,0.026631168,0.11970797,0.083095549,0.064043263,0.072908638,0.081212781,0.102457618,0.11111713
82,0.087590635,0.052838336,0.049000948,0.031347066,0.094103883,0.108471734,0.039109696,0.046470956,0.041164077,0.082775488,0.070218666,0.103554184,0.093350927,0.09868868,0.079449647,0.054127425,0.034756356,0.057026659,0.028531845,0.075457129,0.147968531,0.040187038,0.072198355,0.066943397
83,0.039069227,0.089244931,0.101674549,0.10668182,0.096100172,0.078391861,0.155884998,0.084641509,0.056604523,0.041058387,0.12407957,0.044380149,0.061292597,0.047809784,0.060651337,0.0604619,0.035229264,0.070373529,0.255435642,0.077041422,0.074429487,0.059058932,0.072459056,0.044617912
84,0.052016192,0.051097,0.068113282,0.017401728,0.069674937,0.070533459,0.027504722,0.13880296,0.127462331,0.123443533,0.096095457,0.041420033,0.060404646,0.062332033,0.077725459,0.071679431,0.090793332,0.037720967,0.09998983,0.084542671,0.097754575,0.039024641,0.061857015,0.062470844
85,0.077007566,0.093080778,0.07317619,0.080644067,0.131923121,0.062308718,0.064032992,0.031476937,0.061499611,0.047798456,0.117060586,0.242251266,0.093092908,0.052167738,0.161649353,0.117069918,0.053887365,0.085189303,0.045898972,0.081929071,0.054302986,0.032665602,0.073687662,0.06743361
86,0.066550833,0.056606849,0.04770499,0.048279696,0.072059909,0.143300141,0.075630315,0.065995495,0.084576175,0.058659059,0.119369516,0.048125552,0.0882245,0.076372424,0.054462671,0.069510645,0.067081049,0.116356373,0.108542363,0.071732904,0.083927335,0.035006271,0.061583753,0.055489514
87,0.046356775,0.12452655,0.048003171,0.070217771,0.063356978,0.103566784,0.129359393,0.055053706,0.120143572,0.060951901,0.040437195,0.052306822,0.061093285,0.05769007,0.039944256,0.079845867,0.066659922,0.097412703,0.042398656,0.07693794,0.117636428,0.077161313,0.046612279,0.050769473
88,0.093484867,0.07021965,0.030422522,0.112794053,0.047847118,0.09027403,0.063268204,0.104468526,0.071663605,0.115692945,0.090357955,0.076179625,0.119734263,0.073855909,0.102345907,0.086522625,0.078817571,0.15426718,0.041573632,0.041723051,0.091340895,0.056112061,0.092680085,0.086255649
89,0.104008178,0.075525923,0.103607798,0.041055347,0.071891128,0.081895555,0.076597255,0.06768825,0.063109289,0.080247479,0.086201437,0.060102631,0.045795297,0.033132627,0.099194163,0.151629255,0.044665428,0.070652038,0.449032025,0.065219675,0.074617067,0.057288152,0.067228712,0.080750053
90,0.090639122,0.065771428,0.094798308,0.055002259,0.206792258,0.088380558,0.071202758,0.109936888,0.110781067,0.055834585,0.04591556,0.0512431,0.05567052,0.072529328,0.090626959,0.090602507,0.056543059,0.105816908,0.116242771,0.036576009,0.123045341,0.040999821,0.057430919,0.080693389
91,0.095455866,0.052013287,0.146332146,0.037965237,0.06098982,0.124935571,0.047187391,0.122632646,0.069368118,0.046441423,0.09805793,0.08008377,0.060717851,0.049018993,0.011689158,0.050145174,0.053261944,0.061928608,0.067103589,0.090928636,0.099859386,0.034399878,0.069851841,0.074852358
92,0.043743754,0.061238058,0.037138707,0.084249378,0.114849245,0.100615034,0.021452295,0.08722416,0.077569959,0.112009517,0.078868962,0.064155557,0.143300874,0.055629104,0.045604542,0.044554255,0.046516754,0.050651801,0.06885864,0.103083392,0.105467198,0.021312877,0.142708356,0.072652995
93,0.10809004,0.099865104,0.023200172,0.050392827,0.083516768,0.05465034,0.055577012,0.084544436,0.087911311,0.113005858,0.067022055,0.071741744,0.090001353,0.127668179,0.076012664,0.049667985,0.083670086,0.04477907,0.030065325,0.035934214,0.074250148,0.096324937,0.065188309,0.030514475
94,0.063615065,0.056669996,0.032702544,0.065220884,0.04339922,0.096668465,0.050231638,0.061938426,0.103701361,0.132572997,0.056959413,0.056422934,0.062820662,0.039766926,0.038609614,0.098959616,0.153316383,0.118947672,0.025360094,0.052046371,0.092175556,0.035378436,0.08934153,0.069217539
